NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
RHO GTPASES ACTIVATE NADPH OXIDASES%REACTOME%R-HSA-5668599.6	RHO GTPASES ACTIVATE NADPH OXIDASES%REACTOME%R-HSA-5668599.6	Details ...	20	0.7359482	2.0413606	0.0	0.052457076	0.089	2067	tags=60%, list=18%, signal=73%	
TRNA METABOLIC PROCESS%GOBP%GO:0006399	TRNA METABOLIC PROCESS%GOBP%GO:0006399	Details ...	132	0.49558684	2.0029047	0.0	0.05785662	0.186	2345	tags=40%, list=21%, signal=50%	
MITOCHONDRIAL RNA PROCESSING%GOBP%GO:0000963	MITOCHONDRIAL RNA PROCESSING%GOBP%GO:0000963	Details ...	18	0.71180415	1.9431591	0.0	0.096230775	0.412	2681	tags=67%, list=24%, signal=87%	
TRNA PROCESSING%GOBP%GO:0008033	TRNA PROCESSING%GOBP%GO:0008033	Details ...	94	0.4886184	1.9192901	0.0	0.10120672	0.516	2339	tags=40%, list=21%, signal=51%	
PYRIMIDINE NUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0006220	PYRIMIDINE NUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0006220	Details ...	25	0.647052	1.9083949	0.0	0.09515491	0.584	3354	tags=64%, list=30%, signal=91%	
TRNA PROCESSING%REACTOME DATABASE ID RELEASE 83%72306	TRNA PROCESSING%REACTOME DATABASE ID RELEASE 83%72306	Details ...	91	0.47954527	1.8362736	0.0	0.20150036	0.884	2225	tags=37%, list=20%, signal=46%	
TYPE I INTERFERON INDUCTION AND SIGNALING DURING SARS-COV-2 INFECTION%WIKIPATHWAYS_20220510%WP4868%HOMO SAPIENS	TYPE I INTERFERON INDUCTION AND SIGNALING DURING SARS-COV-2 INFECTION%WIKIPATHWAYS_20220510%WP4868%HOMO SAPIENS	Details ...	25	0.6212329	1.815784	0.0	0.22267559	0.937	1381	tags=36%, list=12%, signal=41%	
PEPTIDYL-CYSTEINE MODIFICATION%GOBP%GO:0018198	PEPTIDYL-CYSTEINE MODIFICATION%GOBP%GO:0018198	Details ...	22	0.635672	1.8044559	0.0	0.22452237	0.956	1097	tags=32%, list=10%, signal=35%	
SARS CORONAVIRUS AND INNATE IMMUNITY%WIKIPATHWAYS_20220510%WP4912%HOMO SAPIENS	SARS CORONAVIRUS AND INNATE IMMUNITY%WIKIPATHWAYS_20220510%WP4912%HOMO SAPIENS	Details ...	15	0.6930043	1.7654228	0.004796163	0.30582	0.991	660	tags=40%, list=6%, signal=42%	
MICROGLIA PATHOGEN PHAGOCYTOSIS PATHWAY%WIKIPATHWAYS_20220510%WP3937%HOMO SAPIENS	MICROGLIA PATHOGEN PHAGOCYTOSIS PATHWAY%WIKIPATHWAYS_20220510%WP3937%HOMO SAPIENS	Details ...	28	0.5874787	1.7563254	0.004950495	0.30527312	0.993	2067	tags=46%, list=18%, signal=57%	
REGULATION OF MYELOID LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002886	REGULATION OF MYELOID LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002886	Details ...	29	0.5741556	1.7493114	0.0	0.29751018	0.995	1379	tags=34%, list=12%, signal=39%	
